task_id,model,condition,strategy,sample_id,passed,max_char_similarity,max_token_jaccard,distance_to_gold,distance_to_distractor,snippet_functions_called,n_distractor_specific_markers,distractor_specific_literals,distractor_specific_functions
fluxon_l2_037,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.361,0.448,0.893,0.639,2,10,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']","['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_037,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.437,0.488,0.897,0.563,0,6,"[""'ABCDEFG'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']",[]
fluxon_l2_038,LongCat-2.0,distractor,standard,0,False,0.095,0.283,0.906,0.905,2,2,[],"['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_038,LongCat-2.0,distractor,standard,1,False,0.518,0.537,0.841,0.482,2,10,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']","['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_038,LongCat-2.0,distractor,standard,2,False,0.464,0.484,0.860,0.536,2,10,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']","['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_038,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.417,0.500,0.931,0.583,2,10,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']","['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_038,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.315,0.333,0.928,0.685,0,6,"[""'ABCDEFG'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']",[]
fluxon_l2_039,LongCat-2.0,distractor,standard,0,False,0.400,0.547,0.886,0.600,1,7,"[""'Convert a token using only the digit (ignores the letter).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']",['token_value_digit_only']
fluxon_l2_039,LongCat-2.0,distractor,standard,1,False,0.337,0.426,0.906,0.663,2,8,"[""'ABCDEFG'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']","['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_039,LongCat-2.0,distractor,standard,2,False,0.353,0.441,0.940,0.647,2,10,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']","['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_039,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.349,0.429,0.906,0.651,0,6,"[""'ABCDEFG'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']",[]
fluxon_l2_039,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.398,0.517,0.917,0.602,1,8,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']",['token_value_digit_only']
fluxon_l2_040,LongCat-2.0,distractor,standard,0,False,0.458,0.475,0.855,0.542,2,10,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']","['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_040,LongCat-2.0,distractor,standard,1,False,0.516,0.558,0.841,0.484,2,10,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']","['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_040,LongCat-2.0,distractor,standard,2,False,0.336,0.484,0.923,0.664,2,10,"[""'ABCDEFG'"", ""'Convert a token using only the digit (ignores the letter).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '2']","['normalize_channel_value_swapped', 'token_value_digit_only']"
fluxon_l2_040,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.205,0.288,0.891,0.795,0,3,"[""'ABCDEFG'"", '10.0', '2']",[]
fluxon_l2_040,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.171,0.288,0.906,0.829,0,2,"[""'ABCDEFG'"", '2']",[]
fluxon_l2_041,LongCat-2.0,distractor,standard,0,False,0.121,0.383,0.842,0.879,1,3,"[""'ver'"", '3']",['split_fluxon_payload_off_by_one']
fluxon_l2_041,LongCat-2.0,distractor,standard,1,False,0.415,0.443,0.708,0.585,2,4,"[""'ver'"", '3']","['split_fluxon_payload_off_by_one', 'validate_fluxon_packet_empty_v3']"
fluxon_l2_042,LongCat-2.0,distractor,standard,0,False,0.174,0.200,0.838,0.826,2,2,[],"['split_fluxon_payload_off_by_one', 'validate_fluxon_packet_empty_v3']"
fluxon_l2_042,LongCat-2.0,distractor,standard,1,False,0.560,0.523,0.656,0.440,2,6,"[""'Split a Fluxon payload but skip the first token (off-by-one bug).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['split_fluxon_payload_off_by_one', 'validate_fluxon_packet_empty_v3']"
fluxon_l2_042,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.494,0.413,0.671,0.506,1,3,"[""'ver'"", '3']",['split_fluxon_payload_off_by_one']
fluxon_l2_043,LongCat-2.0,distractor,standard,1,False,0.567,0.467,0.643,0.433,0,1,"[""'ver'""]",[]
fluxon_l2_043,LongCat-2.0,distractor,standard,2,False,0.333,0.276,0.758,0.667,2,4,"[""'ver'"", '3']","['split_fluxon_payload_off_by_one', 'validate_fluxon_packet_empty_v3']"
fluxon_l2_043,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.380,0.455,0.666,0.620,0,1,"[""'ver'""]",[]
fluxon_l2_044,LongCat-2.0,distractor,standard,0,False,0.339,0.410,0.840,0.661,2,2,[],"['split_fluxon_payload_off_by_one', 'validate_fluxon_packet_empty_v3']"
fluxon_l2_044,LongCat-2.0,distractor,standard,1,False,0.504,0.447,0.684,0.496,1,5,"[""'Split a Fluxon payload but skip the first token (off-by-one bug).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']",['validate_fluxon_packet_empty_v3']
fluxon_l2_044,LongCat-2.0,distractor,standard,2,False,0.573,0.523,0.649,0.427,2,6,"[""'Split a Fluxon payload but skip the first token (off-by-one bug).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['split_fluxon_payload_off_by_one', 'validate_fluxon_packet_empty_v3']"
fluxon_l2_044,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.385,0.340,0.672,0.615,0,1,"[""'ver'""]",[]
fluxon_l2_045,LongCat-2.0,distractor,standard,0,False,0.076,0.471,0.884,0.924,0,2,"[""'ver'"", '3']",[]
fluxon_l2_045,LongCat-2.0,distractor,standard,1,False,0.566,0.458,0.599,0.434,1,3,"[""'ver'"", '3']",['split_fluxon_payload_off_by_one']
fluxon_l2_045,LongCat-2.0,distractor,standard,2,False,0.555,0.459,0.658,0.445,2,6,"[""'Split a Fluxon payload but skip the first token (off-by-one bug).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['split_fluxon_payload_off_by_one', 'validate_fluxon_packet_empty_v3']"
fluxon_l2_045,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.504,0.444,0.671,0.496,1,3,"[""'ver'"", '3']",['split_fluxon_payload_off_by_one']
fluxon_l2_046,LongCat-2.0,distractor,standard,0,False,0.605,0.474,0.597,0.395,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_046,LongCat-2.0,distractor,standard,1,False,0.602,0.482,0.601,0.398,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_046,LongCat-2.0,distractor,standard,2,False,0.346,0.418,0.674,0.654,0,6,"[""'-'"", ""'A'"", '0', '1', '10', '89']",[]
fluxon_l2_046,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.507,0.500,0.745,0.493,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_046,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.507,0.500,0.745,0.493,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_047,LongCat-2.0,distractor,standard,0,False,0.469,0.510,0.721,0.531,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_047,LongCat-2.0,distractor,standard,1,False,0.551,0.458,0.627,0.449,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_047,LongCat-2.0,distractor,standard,2,False,0.603,0.482,0.600,0.397,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_047,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.536,0.444,0.619,0.464,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_047,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.455,0.517,0.797,0.545,0,6,"[""'-'"", ""'A'"", '0', '1', '10', '89']",[]
fluxon_l2_048,LongCat-2.0,distractor,standard,0,False,0.380,0.482,0.770,0.620,0,6,"[""'-'"", ""'A'"", '0', '1', '10', '89']",[]
fluxon_l2_048,LongCat-2.0,distractor,standard,1,False,0.543,0.500,0.763,0.457,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_048,LongCat-2.0,distractor,standard,2,False,0.550,0.469,0.625,0.450,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_048,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.599,0.458,0.602,0.401,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_048,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.507,0.500,0.745,0.493,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_049,LongCat-2.0,distractor,standard,0,False,0.591,0.508,0.588,0.409,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_049,LongCat-2.0,distractor,standard,1,False,0.559,0.588,0.750,0.441,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_049,LongCat-2.0,distractor,standard,2,False,0.494,0.483,0.751,0.506,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_049,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.507,0.500,0.745,0.493,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_049,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.463,0.517,0.785,0.537,0,6,"[""'-'"", ""'A'"", '0', '1', '10', '89']",[]
fluxon_l2_050,LongCat-2.0,distractor,standard,0,False,0.420,0.397,0.600,0.580,0,6,"[""'-'"", ""'A'"", '0', '1', '10', '89']",[]
fluxon_l2_050,LongCat-2.0,distractor,standard,1,False,0.540,0.574,0.690,0.460,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_050,LongCat-2.0,distractor,standard,2,False,0.596,0.492,0.585,0.404,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_050,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.509,0.519,0.745,0.491,0,5,"[""'-'"", ""'A'"", '0', '1', '10']",[]
fluxon_l2_050,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.390,0.413,0.727,0.610,0,6,"[""'-'"", ""'A'"", '0', '1', '10', '89']",[]
fluxon_l3_001,LongCat-2.0,distractor,standard,0,False,0.328,0.312,0.785,0.672,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_001,LongCat-2.0,distractor,standard,1,False,0.244,0.241,0.832,0.756,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_001,LongCat-2.0,distractor,standard,2,False,0.231,0.209,0.843,0.769,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_001,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.098,0.204,0.925,0.902,0,8,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']",[]
fluxon_l3_001,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.267,0.206,0.821,0.733,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_002,LongCat-2.0,distractor,standard,0,False,0.077,0.169,0.935,0.923,3,3,[],"['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_002,LongCat-2.0,distractor,standard,1,False,0.296,0.274,0.804,0.704,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_002,LongCat-2.0,distractor,standard,2,False,0.268,0.287,0.885,0.732,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_002,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.043,0.176,0.932,0.957,0,7,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0']",[]
fluxon_l3_002,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.070,0.184,0.922,0.930,0,7,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0']",[]
fluxon_l3_003,LongCat-2.0,distractor,standard,1,False,0.249,0.243,0.812,0.751,3,10,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_003,LongCat-2.0,distractor,standard,2,False,0.313,0.306,0.793,0.687,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_003,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.085,0.197,0.952,0.915,0,8,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']",[]
fluxon_l3_003,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.047,0.168,0.931,0.953,0,7,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", '10.0', '100.0', '3']",[]
fluxon_l3_004,LongCat-2.0,distractor,standard,0,False,0.352,0.312,0.771,0.648,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_004,LongCat-2.0,distractor,standard,1,False,0.306,0.241,0.797,0.694,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_004,LongCat-2.0,distractor,standard,2,False,0.085,0.237,0.920,0.915,3,5,"[""'alpha'"", ""'ver'""]","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_004,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.308,0.304,0.796,0.692,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_004,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.063,0.253,0.910,0.937,0,7,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0']",[]
fluxon_l3_005,LongCat-2.0,distractor,standard,0,False,0.306,0.312,0.795,0.694,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_005,LongCat-2.0,distractor,standard,1,False,0.186,0.248,0.935,0.814,1,10,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']",['decode_fluxon_frame_strip_brackets']
fluxon_l3_005,LongCat-2.0,distractor,standard,2,False,0.359,0.343,0.767,0.641,3,14,"[""'Decode a frame by simply stripping brackets (incomplete parsing).'"", ""'Normalize with alpha and beta swapped (wrong branch).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']","['decode_fluxon_frame_strip_brackets', 'normalize_channel_value_swapped', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_005,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.136,0.222,0.822,0.864,0,8,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']",[]
fluxon_l3_005,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.117,0.176,0.914,0.883,0,8,"[""'['"", ""']'"", ""'alpha'"", ""'beta'"", ""'ver'"", '10.0', '100.0', '3']",[]
fluxon_l3_006,LongCat-2.0,distractor,standard,0,False,0.382,0.410,0.829,0.618,0,4,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']",[]
fluxon_l3_006,LongCat-2.0,distractor,standard,1,False,0.438,0.400,0.804,0.562,2,6,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['is_legacy_packet_inverted', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_006,LongCat-2.0,distractor,standard,2,False,0.425,0.410,0.810,0.575,2,6,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['is_legacy_packet_inverted', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_006,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.443,0.405,0.802,0.557,2,6,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['is_legacy_packet_inverted', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_007,LongCat-2.0,distractor,standard,0,False,0.467,0.472,0.789,0.533,1,5,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']",['validate_fluxon_packet_empty_v3']
fluxon_l3_007,LongCat-2.0,distractor,standard,1,False,0.405,0.422,0.770,0.595,0,2,"[""'ver'"", '3']",[]
fluxon_l3_007,LongCat-2.0,distractor,standard,2,False,0.440,0.466,0.802,0.560,0,4,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']",[]
fluxon_l3_007,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.281,0.362,0.772,0.719,0,2,"[""'ver'"", '3']",[]
fluxon_l3_007,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.441,0.447,0.802,0.559,1,5,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']",['validate_fluxon_packet_empty_v3']
fluxon_l3_008,LongCat-2.0,distractor,standard,0,False,0.536,0.523,0.755,0.464,2,6,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['is_legacy_packet_inverted', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_008,LongCat-2.0,distractor,standard,1,False,0.348,0.370,0.775,0.652,1,2,"[""'ver'""]",['is_legacy_packet_inverted']
fluxon_l3_008,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.088,0.338,0.873,0.912,0,2,"[""'ver'"", '3']",[]
fluxon_l3_008,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.343,0.301,0.844,0.657,2,6,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['is_legacy_packet_inverted', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_009,LongCat-2.0,distractor,standard,0,False,0.345,0.410,0.823,0.655,0,4,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']",[]
fluxon_l3_009,LongCat-2.0,distractor,standard,1,False,0.441,0.474,0.777,0.559,1,3,"[""'ver'"", '3']",['validate_fluxon_packet_empty_v3']
fluxon_l3_009,LongCat-2.0,distractor,standard,2,False,0.304,0.378,0.738,0.696,1,2,"[""'ver'""]",['is_legacy_packet_inverted']
fluxon_l3_009,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.462,0.453,0.792,0.538,2,6,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['is_legacy_packet_inverted', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_010,LongCat-2.0,distractor,standard,1,False,0.154,0.242,0.835,0.846,2,2,[],"['is_legacy_packet_inverted', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_010,LongCat-2.0,distractor,standard,2,False,0.419,0.557,0.813,0.581,0,4,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']",[]
fluxon_l3_010,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.154,0.242,0.835,0.846,2,2,[],"['is_legacy_packet_inverted', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_010,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.438,0.382,0.804,0.562,2,6,"[""'Return True for every version except version 1 (inverted logic).'"", ""'Validate but allow empty payload for version 3 instead of version 1.'"", ""'ver'"", '3']","['is_legacy_packet_inverted', 'validate_fluxon_packet_empty_v3']"
fluxon_l3_011,LongCat-2.0,distractor,standard,0,False,0.428,0.438,0.770,0.572,0,3,"[""'A'"", '10', '89']",[]
fluxon_l3_011,LongCat-2.0,distractor,standard,1,False,0.399,0.434,0.787,0.601,0,2,"[""'A'"", '10']",[]
fluxon_l3_011,LongCat-2.0,distractor,standard,2,False,0.360,0.433,0.809,0.640,0,2,"[""'A'"", '10']",[]
fluxon_l3_011,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.303,0.480,0.715,0.697,0,2,"[""'A'"", '10']",[]
fluxon_l3_011,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.402,0.438,0.764,0.598,0,2,"[""'A'"", '10']",[]
fluxon_l3_012,LongCat-2.0,distractor,standard,0,False,0.231,0.484,0.787,0.769,0,2,"[""'A'"", '10']",[]
fluxon_l3_012,LongCat-2.0,distractor,standard,1,False,0.387,0.353,0.774,0.613,0,2,"[""'A'"", '10']",[]
fluxon_l3_012,LongCat-2.0,distractor,standard,2,False,0.499,0.490,0.727,0.501,0,2,"[""'A'"", '10']",[]
fluxon_l3_012,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.342,0.394,0.792,0.658,0,2,"[""'A'"", '10']",[]
fluxon_l3_012,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.441,0.435,0.747,0.559,0,2,"[""'A'"", '10']",[]
fluxon_l3_013,LongCat-2.0,distractor,standard,0,False,0.430,0.512,0.759,0.570,0,2,"[""'A'"", '10']",[]
fluxon_l3_013,LongCat-2.0,distractor,standard,1,False,0.419,0.455,0.705,0.581,0,2,"[""'A'"", '10']",[]
fluxon_l3_013,LongCat-2.0,distractor,standard,2,False,0.541,0.506,0.707,0.459,0,2,"[""'A'"", '10']",[]
fluxon_l3_013,LongCat-2.0,distractor_reminder_mild,standard,0,False,0.445,0.451,0.742,0.555,0,2,"[""'A'"", '10']",[]
fluxon_l3_013,LongCat-2.0,distractor_reminder_strong,standard,0,False,0.473,0.522,0.731,0.527,0,2,"[""'A'"", '10']",[]
fluxon_l3_014,LongCat-2.0,distractor,standard,0,False,0.427,0.511,0.801,0.573,0,2,"[""'A'"", '10']",[]
